umap_1,umap_2
4.5748363,2.6960733
2.821887,7.558367
10.500705,4.797747
0.089417346,-7.483847
10.891203,6.141905
1.1011491,-9.582399
-0.79478323,-4.243431
4.8487115,7.3187995
-3.1901503,11.046718
6.9134293,3.9594245
-1.7828503,-3.624282
11.086204,5.190423
1.7933753,1.1103376
10.1695385,5.0806217
3.329971,0.13136886
15.277997,1.0474147
8.040583,-9.203363
1.0553639,-9.602894
4.9992104,0.70090395
0.91994894,0.6233908
4.7233343,6.513278
-7.447041,0.37690678
14.99265,2.8963082
1.9378091,-3.5020945
-0.9425912,-4.052499
7.838412,-6.853296
4.4499164,5.777807
11.044481,2.3845372
10.081773,5.4246154
8.188334,6.047744
3.9213529,-2.1794655
-2.7636328,4.4344916
14.575193,-5.5437455
10.263296,1.2393183
9.056994,-11.880713
-0.35311136,-4.2758636
-0.049627263,0.70864433
18.205189,-1.2851611
7.943365,-5.419982
1.7917161,1.098346
2.7199414,7.580078
-10.268158,1.3458002
4.1412654,0.45953926
4.393626,0.055279925
14.575496,-5.5508466
11.281645,-3.2644615
2.5605488,-10.365048
0.9193702,1.2071247
3.760794,-5.1908364
-0.06360443,5.9921184
2.5112426,8.175524
5.162388,0.6791745
2.6087987,-10.313753
8.982097,-3.603238
-0.4052893,-1.7440562
0.19348419,0.9027879
-1.8019061,-3.6227927
1.805617,4.404486
2.8959246,12.641906
3.6028495,-3.1856124
-2.1021748,-1.2577478
-0.228901,-4.278771
-0.036420956,-1.3183516
4.851086,-15.103523
-1.8998673,3.982846
16.600733,2.8027937
4.818349,-15.099681
18.151497,-1.2661546
6.9965167,3.123749
9.114094,-3.6389334
1.8984225,-2.9623752
1.4636271,-0.22565237
-1.6775457,-9.390643
9.056442,-11.882753
-0.25657466,-0.7323778
11.082528,11.899493
-7.805218,-7.1688714
-2.690038,4.34119
-2.6650982,4.3101835
-3.3429794,10.721529
7.0443435,-4.91392
7.047515,-5.2197704
4.6482897,-3.4954185
-10.2992935,1.3265051
-7.5173893,4.456866
10.624311,5.2380753
2.671987,0.7535998
2.8695574,12.673542
1.7436762,-3.5848467
4.443618,0.16767173
0.27790934,0.8800911
3.4965954,-6.239029
8.923848,-8.599132
11.486798,-3.0873952
-10.268701,1.3453077
2.3076787,7.3302994
2.521814,3.729193
5.0485187,-15.117734
10.874326,5.4914994
10.499598,-7.415973
2.1176348,15.761612
6.9012413,3.7141335
2.578296,7.755711
2.4909437,7.508815
-10.274517,1.3399616
1.139262,-9.59064
-5.2011824,-10.647348
-2.9598377,-5.9569044
7.6794324,3.4979613
-2.8314638,4.5644355
2.0159044,2.5889027
4.9443684,-15.015168
-1.0045189,-3.8387027
1.0798879,4.452173
10.97041,0.9183128
-0.22579192,-1.5668076
7.765514,-6.1081996
2.1337066,-6.582061
-2.9884665,11.404664
5.8288493,-12.177745
-2.2539232,2.2430232
4.718784,-14.882778
-3.7758758,11.602159
4.701959,6.627806
1.5723403,-9.396095
3.9699004,-6.6999273
8.918799,-8.610556
3.5160217,-5.2636786
8.826764,-8.503242
0.2552275,5.907438
-2.0063126,2.6435542
7.020193,-4.9237657
-1.6537141,-9.443141
-5.064825,-14.886331
12.335414,3.203081
-7.186816,2.9337177
18.253582,-1.3487678
6.2589927,-11.923039
0.12738442,0.937836
-1.047086,-4.0268645
10.882765,0.9735759
10.611531,5.713577
-10.275578,1.3394587
10.090521,2.294186
-0.9052966,-4.380069
7.269963,-5.3429284
1.9733068,-0.88118273
2.500445,8.155491
1.7090795,1.0023437
13.79206,-3.8172288
1.1526549,-0.14790995
-4.0770774,0.8573124
4.571526,-3.3776941
4.6208286,2.560566
-1.7522553,-4.6981587
0.5040773,-1.1815602
-7.4607368,4.4020815
4.5243297,2.4971788
7.0652337,-4.8584747
4.8539743,2.9292321
2.7946467,7.7488284
3.160136,7.8293743
14.0236,5.822298
-0.24666199,3.2549355
10.616308,5.714614
11.060322,5.3631115
-0.25965324,3.2990015
1.7339965,-3.562059
-3.1909776,8.205314
11.071803,5.2698126
-4.0973215,11.734227
-3.418533,-1.1497576
8.228476,6.0241504
10.172714,5.927019
-5.9547343,6.3011427
-3.1868854,-2.5489545
4.8238926,2.9234023
7.490082,-5.4877095
15.152135,-4.4141784
3.793949,-5.000139
2.4624722,8.178645
9.27472,-3.5368207
5.2761974,0.5942223
3.6187832,-6.871982
0.106296726,5.4060054
14.548268,5.763352
3.9917777,-2.7501774
10.959612,0.9903593
5.1294427,0.6439441
13.537541,-8.474332
3.9755619,-6.6406426
4.442352,5.7686834
1.6166896,-3.161135
4.4921865,-3.2296388
3.699704,-5.5825176
4.562697,-3.3352017
7.286821,3.7616327
4.711867,6.550705
10.384208,1.2611693
6.0245686,-12.410571
-0.7838718,-4.9942036
4.563086,-3.3543432
-0.90534896,-5.2331514
3.6180491,-5.3778415
7.783443,-5.2918153
-1.698621,-1.0020298
2.6612587,7.506741
-0.28729874,-1.3771912
1.6099193,-0.3888675
-10.269105,1.3453623
7.542535,-8.74341
3.271762,-12.554256
2.3297954,7.338268
10.98818,0.91814786
6.652748,3.8474867
1.6632384,-3.3928306
-1.488218,-4.4003196
3.9295137,-2.244989
8.785506,-3.5534794
-1.7697746,-9.184312
2.2342846,0.15799673
4.296256,0.83210564
3.410595,-8.850016
10.306061,5.8436093
4.661554,6.114339
14.483259,5.766064
0.92609847,0.3669701
-3.1848397,7.548215
-4.621758,0.9360894
10.104181,2.282891
-4.2674274,0.891565
11.084959,4.904578
11.208439,5.576464
1.4283373,-0.009356397
-0.9151147,-3.608223
10.885232,4.9816546
2.0572116,2.5785878
12.708123,-0.044891927
-4.394582,0.9151251
2.5984795,7.6084976
10.346815,1.2108121
5.0382333,-15.114897
7.057661,-5.3016114
4.6227803,2.5496216
9.322063,1.9785538
4.5667343,-3.3565125
-3.4271505,-1.1335407
-2.9140475,3.3489628
4.9123497,2.476432
-5.035432,-14.847025
4.7370453,-15.007265
2.8994157,8.4375305
3.6841831,-5.49367
-2.3311124,2.256458
0.91000867,-0.1392319
10.882722,6.230708
10.533655,5.254051
3.6977143,-2.8527987
2.7575412,4.711057
14.678655,0.063875355
10.892433,-9.937797
10.083921,5.433291
10.342642,1.1936344
-2.725704,4.4082804
-0.71181136,2.4056673
5.5406885,-0.31266516
0.3441414,2.6949573
-1.7606844,-4.673337
10.851204,1.2197436
-1.1449219,3.2169483
14.668578,0.028848317
2.647848,0.7383471
-10.270278,1.3441246
0.15152061,2.5603607
10.189889,1.6357715
6.7869706,9.471878
-5.034625,-14.846071
2.466018,0.42525315
-3.0006645,7.361094
1.6371206,-3.2317815
-2.359345,2.252089
3.1371663,7.814624
3.8991928,0.95572144
15.305146,1.0734357
-1.5959424,-4.421471
-0.42467391,-0.60606736
4.8007755,7.2314343
8.943846,-8.494976
10.928513,-9.974106
-0.06841997,0.7485972
-0.72515064,-8.576491
3.80895,-5.476428
-0.9808235,-4.4635005
9.701652,-5.186886
4.831176,7.2876463
-2.9131784,3.3482656
2.6168342,0.7831956
-2.652557,4.296156
3.8015509,-5.0174904
9.298504,-3.5420527
3.7545512,-5.7300987
-0.258641,3.2753239
10.153571,2.2976038
11.071824,5.236495
-7.1935077,2.9316154
10.38686,5.7136292
5.9646997,-12.386704
5.1269255,0.652693
11.860805,4.260444
5.5578313,-0.3334174
3.5279765,-6.193251
14.547959,5.7615395
12.34698,3.2308981
-7.6228704,4.581851
-3.7902765,11.596692
5.932392,-12.294182
10.491002,4.8004966
6.2221155,-12.286662
3.825149,-5.52299
11.338006,11.9947815
-3.2457094,8.250891
2.6326697,7.673755
-1.8815424,3.963775
3.2455773,7.9405932
-2.1837971,0.11195681
10.629685,-5.895507
3.676203,-5.7837424
10.07053,5.4094396
-0.89939535,0.46318895
-0.37561557,3.3668835
11.065366,2.4539735
2.7267172,7.7629504
10.864032,6.2069144
0.8681179,1.1984205
-1.0476037,-4.0768814
-10.256613,1.3579605
-5.0360646,-14.84707
14.775711,2.8760488
1.7314066,-0.8870791
14.7931385,-4.0959635
11.230924,4.8210764
11.057859,2.3942347
0.1638105,0.45840028
9.103261,-11.795447
-2.0128105,-1.2702177
4.952764,0.7002287
2.6826358,0.795912
7.003454,3.1258547
0.9507659,1.1740392
6.7399974,10.12643
-3.509039,11.885097
2.8692298,12.665964
11.023271,1.6804576
10.468459,5.029452
3.848083,-6.070745
12.687963,-0.07286114
-1.9553553,3.8040094
11.202212,4.8410425
-1.5975763,-4.420975
15.288822,1.058032
-10.2917795,1.3226534
-4.290118,3.6837227
9.744909,-5.185341
0.07938559,5.9995613
3.4787424,-3.0798652
9.202319,-11.303316
5.0307484,0.67536414
-0.8600751,-5.2386456
4.438296,-2.6367574
-0.6237592,-0.6958155
-1.6655824,-9.457312
10.9830475,5.1474004
2.616177,3.8013222
7.0699854,-4.8347297
1.8282579,4.385266
-1.3577825,0.3261669
4.747932,-15.164409
5.0558095,0.63876
7.7763414,-6.1118183
6.506876,3.8375156
-2.244828,-9.038665
13.556376,8.667826
-2.3139853,2.2231026
10.573843,5.2482023
9.209374,-11.278985
10.105089,5.988371
2.4269795,3.6841187
1.6166183,-3.3157094
-1.0109603,-4.586246
-0.25619245,3.2435794
5.900465,-12.277497
4.42302,-2.6219473
6.8353534,9.426089
1.9051858,-2.969599
5.0243506,-15.455321
11.072049,2.414522
0.3440575,2.6924162
5.9675136,-12.103177
2.7891557,7.482151
15.293536,1.0608833
3.9631608,-2.1848655
4.003558,-2.285592
9.240017,-11.242008
12.349083,3.2180538
11.248094,11.942106
5.5209947,-0.27581942
18.225163,-1.2992377
-0.6635308,1.9280404
9.867827,5.3708506
-1.1410929,3.2056036
-1.7774179,-4.7004976
3.5101554,-5.932958
4.434772,-2.6135025
13.373323,5.718055
1.7349266,-2.5341504
10.899893,6.2572355
0.035048343,5.968001
10.926558,1.5460538
15.205787,0.9628344
10.2053795,5.0824
-3.8193426,7.718564
-5.0187902,-14.830341
8.910953,-8.489561
12.6970005,-0.057489075
11.235833,5.600325
-5.033999,-14.845619
9.378774,-3.503564
2.0659351,2.5869958
0.29213932,2.6279073
-10.27375,1.3408941
3.9637408,-2.1794965
11.150257,5.184325
1.8081596,1.1645894
8.28773,-8.58344
2.699773,0.8289149
7.1531367,9.814566
1.8102692,-3.582893
-0.2383759,3.3276293
1.7919348,-3.568654
4.5498953,3.0063307
-1.0424359,-8.361889
-4.0031514,0.84682006
-3.2021503,11.240953
2.781902,7.5949507
4.931843,-14.596901
1.5822653,-9.393267
1.2737377,10.594533
-0.2597177,3.0797365
-3.4639468,10.836419
-3.799316,11.592358
3.5565388,-3.0258527
8.004847,-8.595366
6.405726,9.805131
-2.264213,-6.057754
-10.274468,1.3405243
12.891218,-0.8648739
-2.9175622,3.349406
18.235342,-1.237
-1.7872703,-4.7065606
-0.837711,-1.2173924
10.501415,-7.421891
10.09922,5.9963894
-10.273858,1.340736
4.718668,2.6902773
15.166016,0.91654
8.614274,-9.183876
-0.29617798,-4.2623143
7.9377127,-5.3972697
13.363202,5.732724
11.133161,5.560729
3.279205,-12.545122
-5.201291,-10.648084
-8.806585,-4.69884
2.5863087,-10.337602
10.799374,5.0009294
6.8180637,-5.1929617
1.995606,-3.562358
3.4366276,-8.785946
8.223699,6.0231194
-7.5947304,4.5268345
0.960353,1.1666285
10.857749,6.188042
-5.0365086,-14.848004
4.7240434,6.531209
